Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
ISCBUL,301893304,2008.626174,2008,8,17,19,20,41,123.98,12.69,10.0,4.2,POINT (13801390.468550056 1424337.429086476)
ISCBUL,12161116,2008.817289,2008,10,26,22,40,47,123.86,12.17,3.0,4.6,POINT (13788032.129654866 1365061.6340357058)
ISCBUL,12161407,2008.876781,2008,11,17,18,41,17,122.76,13.5,32.0,4.3,POINT (13665580.689782264 1516914.4453372387)
ISCBUL,12161569,2008.911873,2008,11,30,15,46,35,124.14,11.84,22.0,5.4,POINT (13819201.587076982 1327504.7572786147)
PIVS,3000026645,2009.045676,2009,1,17,16,7,21,122.59,13.07,7.0,4.6,POINT (13646656.376347408 1467730.7374893876)
ISCBUL,13541060,2009.070858,2009,1,26,20,43,11,123.44,12.54,1.0,5.0,POINT (13741277.94352169 1407226.4342827192)
ISCBUL,13541294,2009.099187,2009,2,6,4,52,42,123.83,12.24,4.0,4.3,POINT (13784692.544931067 1373034.1992327005)
ISCBUL,13542408,2009.319813,2009,4,27,17,33,28,123.02,12.77,14.0,4.9,POINT (13694523.757388515 1433467.4104899876)
ISCBUL,13544988,2009.813369,2009,10,24,21,6,45,123.73,12.48,50.0,5.4,POINT (13773560.59585174 1400384.832675118)
ISCBUL,13545423,2009.883308,2009,11,19,9,46,43,122.36,13.31,14.0,4.3,POINT (13621052.893464953 1495171.354944623)
PIVS,3000028067,2010.170378,2010,3,4,4,30,56,123.93,12.05,2.0,5.1,POINT (13795824.494010393 1351399.2586692423)
PIVS,3000028122,2010.209576,2010,3,18,11,53,10,123.51,12.87,44.0,4.2,POINT (13749070.307877218 1444883.9531622932)
ISCBUL,17243344,2010.698349,2010,9,12,21,32,12,122.46,13.25,25.0,4.9,POINT (13632184.84254428 1488308.670920368)
ISCBUL,17243636,2010.747636,2010,9,30,21,17,40,123.57,12.53,67.0,4.9,POINT (13755749.477324815 1406086.0568924842)
